Instance; First_solved;Models; Optimum; Calls;Threads;MIN-Timestep;Min-SUMTIME; ;1stTime(Total); 1stTime(Solving);1stTime(Unsat); 1stCPU Time;1stOptimization;1stSOL-COST; 1st Makespan; ;OPT - Optimization; OPT- Time(Total); OPT-Time(Solving); OPT-Time(Unsat); OPT-CPU Time; OPT-SOL-COST; Last-Makespan ;OPT-Makespan; OPT-Solved;Moved On Goal; Theoric Makespan; 1stRunTime ;Total RunTime; Called Extra
Instance-8-0-10-0;1;1;1;0;4;8;51;"	";0,173944473;0,009998322;0,000999451;0,203125;0;51;8;"	";0;0,173944473;0,009998322;0,000999451;0,203125;51;8;8;TRUE;FALSE;8;0,160947561;0,185940027;FALSE
Instance-8-0-10-1;1;1;1;0;4;11;70;"	";0,291906357;0,014997482;0,000999451;0,3125;0;70;11;"	";0;0,291906357;0,014997482;0,000999451;0,3125;70;11;11;TRUE;FALSE;11;0,279907942;0,308898449;FALSE
Instance-8-0-10-2;1;3;1;0;4;10;53;"	";0,250917435;0,017993927;0,000999451;0,265625;1;54;10;"	";1;0,250917435;0,017993927;0,000999451;0,265625;54;10;-1;FALSE;FALSE;11;0,238922119;0,266912937;FALSE
Instance-8-0-10-3;1;1;1;0;4;10;60;"	";0,27091217;0,013996124;0,000997543;0,3125;0;60;10;"	";0;0,27091217;0,013996124;0,000997543;0,3125;60;10;10;TRUE;FALSE;10;0,257915497;0,286905766;FALSE
Instance-8-0-10-4;1;2;1;0;4;6;37;"	";0,083974838;0,006999969;0;0,078125;2;39;6;"	";2;0,083974838;0,006999969;0;0,078125;39;6;-1;FALSE;FALSE;8;0,069978714;0,089970589;FALSE
Instance-8-0-10-5;1;1;1;0;4;9;62;"	";0,203935623;0,01099968;0,001001358;0,203125;0;62;9;"	";0;0,203935623;0,01099968;0,001001358;0,203125;62;9;9;TRUE;FALSE;9;0,191937208;0,216929436;FALSE
Instance-8-0-10-6;1;2;1;0;4;7;40;"	";0,127960205;0,009998322;0,002998352;0,125;3;43;7;"	";3;0,127960205;0,009998322;0,002998352;0,125;43;7;-1;FALSE;FALSE;10;0,114962816;0,136955023;FALSE
Instance-8-0-10-7;1;1;1;0;4;9;60;"	";0,19893837;0,008998871;0;0,1875;0;60;9;"	";0;0,19893837;0,008998871;0;0,1875;60;9;9;TRUE;FALSE;9;0,18693924;0,210930586;FALSE
Instance-8-0-10-8;1;1;1;0;4;8;47;"	";0,166946411;0,008998871;0,000997543;0,203125;0;47;8;"	";0;0,166946411;0,008998871;0,000997543;0,203125;47;8;8;TRUE;FALSE;8;0,154949665;0,178940773;FALSE
Instance-8-0-10-9;1;1;1;0;4;11;49;"	";0,276908875;0,013994217;0,000997543;0,265625;0;49;11;"	";0;0,276908875;0,013994217;0,000997543;0,265625;49;11;11;TRUE;FALSE;11;0,264914036;0,295902491;FALSE
Instance-8-5-10-0;1;3;1;0;4;10;56;"	";0,225925446;0,014995575;0,001998901;0,265625;1;57;10;"	";1;0,225925446;0,014995575;0,001998901;0,265625;57;10;-1;FALSE;FALSE;11;0,214930058;0,240920782;FALSE
Instance-8-5-10-1;1;2;1;0;4;8;51;"	";0,158948898;0,010997772;0,000999451;0,171875;1;52;8;"	";1;0,158948898;0,010997772;0,000999451;0,171875;52;8;-1;FALSE;FALSE;9;0,147951603;0,169944048;FALSE
Instance-8-5-10-2;1;1;1;0;4;9;57;"	";0,214931488;0,011997223;0,000999451;0,203125;1;58;9;"	";1;0,214931488;0,011997223;0,000999451;0,203125;58;9;-1;FALSE;FALSE;10;0,203933239;0,228924751;FALSE
Instance-8-5-10-3;1;2;1;0;4;10;56;"	";0,252918243;0,015996933;0;0,265625;1;57;10;"	";1;0,252918243;0,015996933;0;0,265625;57;10;-1;FALSE;FALSE;11;0,240921259;0,268911362;FALSE
Instance-8-5-10-4;1;1;1;0;4;6;31;"	";0,078975677;0,004999161;0,000999451;0,078125;1;32;6;"	";1;0,078975677;0,004999161;0,000999451;0,078125;32;6;-1;FALSE;FALSE;7;0,06697917;0,084970951;FALSE
Instance-8-5-10-5;1;1;1;0;4;8;46;"	";0,156949997;0,007997513;0,000999451;0,140625;0;46;8;"	";0;0,156949997;0,007997513;0,000999451;0,140625;46;8;8;TRUE;FALSE;8;0,145953417;0,166944504;FALSE
Instance-8-5-10-6;1;1;1;0;4;11;68;"	";0,272911072;0,013996124;0,001998901;0,3125;0;68;11;"	";0;0,272911072;0,013996124;0,001998901;0,3125;68;11;11;TRUE;FALSE;11;0,261914253;0,290903807;FALSE
Instance-8-5-10-7;1;2;1;0;4;8;42;"	";0,322896957;0,125961304;0,001001358;0,671875;7;49;9;"	";7;0,322896957;0,125961304;0,001001358;0,671875;49;9;-1;FALSE;FALSE;15;0,502834797;0,52882576;TRUE
Instance-8-5-10-8;1;2;1;0;4;9;43;"	";0,319896698;0,093971252;0,002000809;0,5625;7;50;10;"	";7;0,319896698;0,093971252;0,002000809;0,5625;50;10;-1;FALSE;TRUE;16;0,512831926;0,540822506;TRUE
Instance-8-5-10-9;1;3;1;0;4;9;52;"	";0,256916046;0,019992828;0,000999451;0,296875;3;55;10;"	";3;0,256916046;0,019992828;0,000999451;0,296875;55;10;-1;FALSE;TRUE;12;0,458849907;0,485840321;TRUE
Instance-8-10-10-0;1;2;1;0;4;9;52;"	";0,188940048;0,011997223;0,002002716;0,1875;2;54;9;"	";2;0,188940048;0,011997223;0,002002716;0,1875;54;9;-1;FALSE;FALSE;11;0,177941799;0,201933384;FALSE
Instance-8-10-10-1;1;2;1;0;4;9;61;"	";0,176942825;0,009996414;0,001998901;0,171875;1;62;9;"	";1;0,176942825;0,009996414;0,001998901;0,171875;62;9;-1;FALSE;FALSE;10;0,181940317;0,202933073;FALSE
Instance-8-10-10-2;1;1;1;0;4;7;46;"	";0,11296463;0,006998062;0,002000809;0,140625;2;48;7;"	";2;0,11296463;0,006998062;0,002000809;0,140625;48;7;-1;FALSE;FALSE;9;0,101965427;0,119960785;FALSE
Instance-8-10-10-3;1;3;1;0;4;13;58;"	";16,96043587;16,50658607;0,050983429;56,484375;8;66;14;"	";8;16,96043587;16,50658607;0,050983429;56,484375;66;14;-1;FALSE;TRUE;21;19,72852826;19,80950069;TRUE
Instance-8-10-10-4;1;4;1;0;4;13;47;"	";0,658784866;0,063980103;0,001998901;0,609375;4;51;13;"	";4;0,658784866;0,063980103;0,001998901;0,609375;51;13;-1;FALSE;FALSE;17;0,648787022;0,687774181;FALSE
Instance-8-10-10-5;1;2;1;0;4;9;55;"	";0,459848404;0,13495636;0,120960236;0,5625;4;59;10;"	";4;0,459848404;0,13495636;0,120960236;0,5625;59;10;-1;FALSE;FALSE;13;0,698384523;0,727373362;TRUE
Instance-8-10-10-6;1;3;1;0;4;10;48;"	";0,291904449;0,017993927;0,001998901;0,328125;1;49;10;"	";1;0,291904449;0,017993927;0,001998901;0,328125;49;10;-1;FALSE;FALSE;11;0,27690959;0,302900553;FALSE
Instance-8-10-10-7;1;2;1;0;4;11;35;"	";0,357883453;0,021993637;0,000999451;0,3125;3;38;11;"	";3;0,357883453;0,021993637;0,000999451;0,3125;38;11;-1;FALSE;FALSE;14;0,347885847;0,368880033;FALSE
Instance-8-10-10-8;1;3;1;0;4;12;53;"	";0,355884552;0,017993927;0,000997543;0,40625;1;54;12;"	";1;0,355884552;0,017993927;0,000997543;0,40625;54;12;-1;FALSE;FALSE;13;0,344887257;0,368878603;FALSE
Instance-8-10-10-9;1;1;1;0;4;10;62;"	";0,230924606;0,010997772;0,000999451;0,21875;1;63;10;"	";1;0,230924606;0,010997772;0,000999451;0,21875;63;10;-1;FALSE;FALSE;11;0,220927477;0,238921404;FALSE
Instance-8-15-10-0;1;2;1;0;4;12;68;"	";24,08609581;23,65423775;0,010995865;69,4375;16;84;13;"	";16;24,08609581;23,65423775;0,010995865;69,4375;84;13;-1;FALSE;TRUE;28;36,12516403;36,17614579;TRUE
Instance-8-15-10-1;1;2;1;0;4;12;64;"	";0,577812195;0,218929291;0,198934555;0,953125;4;68;13;"	";4;0,577812195;0,218929291;0,198934555;0,953125;68;13;-1;FALSE;TRUE;16;0,95068717;0,979678154;TRUE
Instance-8-15-10-2;1;3;1;0;4;9;47;"	";0,248918533;0,016994476;0,000997543;0,234375;6;53;10;"	";6;0,248918533;0,016994476;0,000997543;0,234375;53;10;-1;FALSE;TRUE;15;0,43485713;0,452851772;TRUE
Instance-8-15-10-3;1;2;1;0;4;8;49;"	";0,155948639;0,011997223;0,002998352;0,1875;4;53;8;"	";4;0,155948639;0,011997223;0,002998352;0,1875;53;8;-1;FALSE;FALSE;12;0,146952152;0,161947489;FALSE
Instance-8-15-10-4;1;2;1;0;4;10;54;"	";0,288906097;0,024991989;0,002000809;0,296875;5;59;10;"	";5;0,288906097;0,024991989;0,002000809;0,296875;59;10;-1;FALSE;FALSE;15;0,279907465;0,296902418;FALSE
Instance-8-15-10-5;1;4;1;1;4;11;72;"	";0,066978455;0,020996094;0,002000809;0,140625;4;76;12;"	";4;0,066978455;0,020996094;0,002000809;0,140625;76;12;-1;FALSE;FALSE;15;0,348885775;0,368878841;FALSE
Instance-8-15-10-6;1;2;1;0;4;7;40;"	";0,108966827;0,00799942;0;0,09375;5;45;7;"	";5;0,108966827;0,00799942;0;0,09375;45;7;-1;FALSE;FALSE;12;0,09896946;0,113961458;FALSE
Instance-8-15-10-7;1;1;1;0;4;9;42;"	";0,205932617;0,011997223;0,003000259;0,25;2;44;9;"	";2;0,205932617;0,011997223;0,003000259;0,25;44;9;-1;FALSE;FALSE;11;0,272911072;0,289904833;FALSE
Instance-8-15-10-8;1;2;1;0;4;8;46;"	";0,163944244;0,012996674;0,000999451;0,15625;1;47;8;"	";1;0,163944244;0,012996674;0,000999451;0,15625;47;8;-1;FALSE;FALSE;9;0,153951168;0,169944286;FALSE
Instance-8-15-10-9;1;1;1;0;4;11;55;"	";0,294902802;0,014995575;0,001998901;0,3125;0;55;11;"	";0;0,294902802;0,014995575;0,001998901;0,3125;55;11;11;TRUE;FALSE;11;0,284907341;0,306898594;FALSE
Instance-8-20-10-0;1;2;1;0;4;8;47;"	";0,220928192;0,024991989;0,011995316;0,25;7;54;9;"	";7;0,220928192;0,024991989;0,011995316;0,25;54;9;-1;FALSE;TRUE;15;0,393869638;0,410863876;TRUE
Instance-8-20-10-1;1;1;1;0;4;14;51;"	";0,434858322;0,011997223;0,000999451;0,40625;0;51;14;"	";0;0,434858322;0,011997223;0,000999451;0,40625;51;14;14;TRUE;FALSE;14;0,426860332;0,445854187;FALSE
Instance-8-20-10-2;1;1;1;0;4;11;74;"	";0,310897827;0,015996933;0,001998901;0,3125;0;74;11;"	";0;0,310897827;0,015996933;0,001998901;0,3125;74;11;11;TRUE;FALSE;11;0,300901651;0,318896055;FALSE
Instance-8-20-10-3;1;3;1;0;4;12;58;"	";0,461847305;0,100963593;0,001996994;0,71875;5;63;13;"	";5;0,461847305;0,100963593;0,001996994;0,71875;63;13;-1;FALSE;FALSE;17;0,781743288;0,802736282;TRUE
Instance-8-20-10-4;1;3;1;1;4;8;54;"	";0,048984528;0,015995026;0,000999451;0,09375;4;58;9;"	";4;0,048984528;0,015995026;0,000999451;0,09375;58;9;-1;FALSE;FALSE;12;0,163947582;0,177942991;FALSE
Instance-8-20-10-5;1;3;1;0;4;8;47;"	";0,193935394;0,011995316;0,000995636;0,25;3;50;9;"	";3;0,193935394;0,011995316;0,000995636;0,25;50;9;-1;FALSE;FALSE;11;0,336889982;0,351884365;TRUE
Instance-8-20-10-6;1;3;1;0;4;10;64;"	";0,220926285;0,017993927;0,000999451;0,203125;5;69;10;"	";5;0,220926285;0,017993927;0,000999451;0,203125;69;10;-1;FALSE;FALSE;15;0,212931395;0,226926088;FALSE
Instance-8-20-10-7;1;2;1;0;4;10;60;"	";0,252918243;0,009996414;0,000999451;0,3125;1;61;10;"	";1;0,252918243;0,009996414;0,000999451;0,3125;61;10;-1;FALSE;FALSE;11;0,243920803;0,260915041;FALSE
Instance-8-20-10-8;1;3;1;0;4;10;57;"	";0,382875443;0,167943954;0,002998352;0,84375;6;63;10;"	";6;0,382875443;0,167943954;0,002998352;0,84375;63;10;-1;FALSE;FALSE;16;0,373877287;0,391870975;FALSE
Instance-8-20-10-9;1;3;1;0;4;12;55;"	";0,918697357;0,543821335;0,002996445;2,4375;10;65;13;"	";10;0,918697357;0,543821335;0,002996445;2,4375;65;13;-1;FALSE;TRUE;22;2,687120199;2,71111083;TRUE
Instance-8-25-10-0;1;2;1;0;4;11;53;"	";0,277910233;0,010997772;0,000999451;0,28125;1;54;11;"	";1;0,277910233;0,010997772;0,000999451;0,28125;54;11;-1;FALSE;FALSE;12;0,269912004;0,287904263;FALSE
Instance-8-25-10-1;1;4;1;0;4;11;57;"	";3,45986557;3,130971909;0,004995346;12,21875;9;66;12;"	";9;3,45986557;3,130971909;0,004995346;12,21875;66;12;-1;FALSE;TRUE;20;4,893396139;4,930382729;TRUE
Instance-8-25-10-2;1;3;1;0;4;12;63;"	";0,431861877;0,114965439;0,002000809;0,765625;11;74;13;"	";11;0,431861877;0,114965439;0,002000809;0,765625;74;13;-1;FALSE;TRUE;23;0,755752563;0,772746801;TRUE
Instance-8-25-10-3;1;2;1;0;4;9;51;"	";1,402540207;1,17061615;1,158618927;4,484375;22;73;11;"	";22;1,402540207;1,17061615;1,158618927;4,484375;73;11;-1;FALSE;TRUE;31;1,622468948;1,642462015;TRUE
Instance-8-25-10-4;1;2;1;0;4;13;60;"	";0,434854507;0,1009655;0,002996445;0,6875;9;69;13;"	";9;0,434854507;0,1009655;0,002996445;0,6875;69;13;-1;FALSE;FALSE;22;0,425860643;0,444854021;FALSE
Instance-8-25-10-5;1;4;1;2;4;10;57;"	";0,270910263;0,230924606;0,002998352;0,875;8;65;12;"	";8;0,270910263;0,230924606;0,002998352;0,875;65;12;-1;FALSE;FALSE;18;0,50683403;0,524828672;FALSE
Instance-8-25-10-6;1;4;1;0;4;12;62;"	";0,538824081;0,222927094;0,001996994;1,140625;19;81;13;"	";19;0,538824081;0,222927094;0,001996994;1,140625;81;13;-1;FALSE;TRUE;31;0,843723536;0,86271739;TRUE
Instance-8-25-10-7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Instance-8-25-10-8;1;2;1;0;4;13;59;"	";0,460847855;0,065977097;0,001998901;0,640625;19;78;13;"	";19;0,460847855;0,065977097;0,001998901;0,640625;78;13;-1;FALSE;FALSE;32;0,448852777;0,475843191;FALSE
Instance-8-25-10-9;1;3;1;0;4;11;68;"	";3,6737957;3,369894028;0,006998062;12,640625;11;79;12;"	";11;3,6737957;3,369894028;0,006998062;12,640625;79;12;-1;FALSE;TRUE;22;6,213963032;6,247950792;TRUE
Instance-8-30-10-0;1;3;1;0;4;12;70;"	";0,894706726;0,55981636;0,003997803;2,390625;13;83;13;"	";13;0,894706726;0,55981636;0,003997803;2,390625;83;13;-1;FALSE;TRUE;25;1,263586521;1,28657794;TRUE
Instance-8-30-10-1;1;3;1;0;4;10;66;"	";5,342247009;5,044345856;0,006996155;18,4375;15;81;12;"	";15;5,342247009;5,044345856;0,006996155;18,4375;81;12;-1;FALSE;TRUE;25;5,831086397;5,85807848;TRUE
Instance-8-30-10-2;1;3;1;0;4;20;66;"	";4,808422089;4,127645493;0,009994507;16,109375;21;87;21;"	";21;4,808422089;4,127645493;0,009994507;16,109375;87;21;-1;FALSE;TRUE;41;5,579169512;5,613158226;TRUE
Instance-8-30-10-3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Instance-8-30-10-4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Instance-8-30-10-5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Instance-8-30-10-6;1;2;1;0;4;12;57;"	";37,95354843;37,50169563;0,028989792;138,171875;23;80;14;"	";23;37,95354843;37,50169563;0,028989792;138,171875;80;14;-1;FALSE;TRUE;35;40,98955274;41,04653335;TRUE
Instance-8-30-10-7;1;4;1;0;4;13;48;"	";0,367879868;0,022994995;0,001001358;0,46875;5;53;13;"	";5;0,367879868;0,022994995;0,001001358;0,46875;53;13;-1;FALSE;FALSE;18;0,360883474;0,378876209;FALSE
Instance-8-30-10-8;1;3;1;0;4;13;56;"	";5,705127716;5,232284546;0,007997513;19,015625;15;71;15;"	";15;5,705127716;5,232284546;0,007997513;19,015625;71;15;-1;FALSE;TRUE;28;6,319926739;6,35591507;TRUE
Instance-8-30-10-9;1;3;1;0;4;13;70;"	";7,758451462;7,359582901;0,009994507;27,015625;15;85;14;"	";15;7,758451462;7,359582901;0,009994507;27,015625;85;14;-1;FALSE;TRUE;28;10,87243342;10,90342188;TRUE
